"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"speech:ask-wrong-idnumber","There is a discrepancy here.","There is a discrepancy here."
"speech:ask-wrong-idnumber","There are two different numbers here.","There are two different numbers here."
"speech:wrong-idnumber","It must be a mistake. The document is valid.","It must be a mistake. The document is valid."
"speech:wrong-idnumber","Check again.","Check again."
"speech:ask-wrong-face","This does not look like you.","This does not look like you."
"speech:ask-wrong-face","Your picture. It is different.","Your picture. It is different."
"speech:ask-wrong-face","Your appearance has changed.","Your appearance has changed."
"speech:wrong-face","It is an old picture.","It is an old picture."
"speech:wrong-face","I had surgery.","I had surgery."
"speech:wrong-face","The years have been cruel.","The years have been cruel."
"speech:wrong-face","I do not know what to say. It is me.","I do not know what to say. It is me."
"speech:ask-wrong-issuingcity","This issuing city is incorrect.","This issuing city is incorrect."
"speech:ask-wrong-issuingcity","Your passport has false information.","Your passport has false information."
"speech:ask-wrong-gender","You are a man?","You are a man?"
"speech:ask-wrong-gender","It says here that you are male.","It says here that you are male."
"speech:ask-wrong-gender","You are a woman?","You are a woman?"
"speech:ask-wrong-gender","Your passport says you are female.","Your passport says you are female."
"speech:ask-wrong-gender","Are you a woman or a man?","Are you a woman or a man?"
"speech:ask-wrong-gender","You are male or female?","You are male or female?"
"speech:wrong-gender","The passport is correct.","The passport is correct."
"speech:wrong-gender","Why do you ask?","Why do you ask?"
"speech:wrong-gender","As the document says.","As the document says."
"speech:wrong-gender","What is this question?","What is this question?"
"speech:ask-wrong-gender-busted","There is a problem with your documentation.","There is a problem with your documentation."
"speech:ask-approved","Glory to Arstotzka.","Glory to Arstotzka."
"speech:ask-approved","Cause no trouble.","Cause no trouble."
"speech:ask-nativesonly","Try again.","Try again."
"speech:ask-nativesonly","Arstotzkans only.","Arstotzkans only."
"speech:ask-wrong-nation","No entry from Obristan.","No entry from Obristan."
"speech:ask-wrong-nation","No entry from Kolechia.","No entry from Kolechia."
"speech:ask-wrong-nation","No entry from United Federation.","No entry from United Federation."
"speech:ask-wrong-nation","No entry from Antegria.","No entry from Antegria."
"speech:ask-wrong-nation","No entry from Republia.","No entry from Republia."
"speech:ask-wrong-nation","No entry from Arstotzka.","No entry from Arstotzka."
"speech:ask-wrong-nation","No entry from Impor.","No entry from Impor."
"speech:ask-search","Face the scanner.","Face the scanner."
"speech:ask-search","Turn towards the scanner.","Turn towards the scanner."
"speech:ask-detain","Wait here.","Wait here."
"speech:ask-detain","One moment please.","One moment please."
"speech:detain","What are you doing?","What are you doing?"
"speech:detain","What is happening?","What is happening?"
"speech:detain","What is this?","What is this?"
"speech:detain","You cannot do this!","You cannot do this!"
"speech:detain","What will happen to me?","What will happen to me?"
"speech:detain","Who do you think you are?","Who do you think you are?"
"speech:detain","You have no authority for this!","You have no authority for this!"
"speech:detain","You are a fool!","You are a fool!"
"speech:ask-search-enabled","You have been selected for a random search.","You have been selected for a random search."
"speech:ask-wrong-entryticket-date","This ticket is for another day.","This ticket is for another day."
"speech:ask-wrong-entryticket-date","You cannot enter today.","You cannot enter today."
"speech:ask-wrong-entryticket-date","The date on this ticket is wrong.","The date on this ticket is wrong."
"speech:wrong-entryticket-date","It is my mistake.","It is my mistake."
"speech:wrong-entryticket-date","Oh?","Oh?"
"speech:ask-missing-entryticket","You cannot enter without a ticket.","You cannot enter without a ticket."
"speech:ask-missing-entryticket","Foreigners must present an entry ticket.","Foreigners must present an entry ticket."
"speech:ask-missing-entryticket","Where is your entry ticket?","Where is your entry ticket?"
"speech:missing-entryticket","I do not know what that is.","I do not know what that is."
"speech:missing-entryticket","I have none.","I have none."
"speech:missing-entryticket","It was lost.","It was lost."
"speech:ask-wrong-identity","I cannot verify your identity.","I cannot verify your identity."
"speech:ask-wrong-identity","Your identity does not match.","Your identity does not match."
"speech:ask-wrong-alias","There is no record of this name.","There is no record of this name."
"speech:ask-wrong-alias","I cannot verify your alias.","I cannot verify your alias."
"speech:ask-wrong-fingerprints","Your fingerprints do not match our records.","Your fingerprints do not match our records."
"speech:ask-wrong-fingerprints","I cannot verify your fingerprints.","I cannot verify your fingerprints."
"speech:ask-contraband","There is zero tolerance for contraband.","There is zero tolerance for contraband."
"speech:ask-contraband","You have made a mistake coming here.","You have made a mistake coming here."
"speech:contraband","You can see that?","You can see that?"
"speech:contraband","What?","What?"
"speech:contraband","I know nothing.","I know nothing."
"speech:contraband","Is it so obvious?","Is it so obvious?"
"speech:ask-wrong-information","This information does not look correct.","This information does not look correct."
"speech:ask-wrong-information","This is incorrect.","This is incorrect."
"speech:ask-wrong-height","Your height is different.","Your height is different."
"speech:wrong-height","Perhaps my shoes are different.","Perhaps my shoes are different."
"speech:wrong-height","It is a natural difference.","It is a natural difference."
"speech:ask-wrong-weight","Your weight is different.","Your weight is different."
"speech:wrong-weight","I am wearing different clothes.","I am wearing different clothes."
"speech:wrong-weight","My weight has changed naturally.","My weight has changed naturally."
"speech:ask-criminal","You have interesting face.","You have interesting face."
"speech:ask-criminal","Maybe you should not have come.","Maybe you should not have come."
"speech:ask-criminal","We have some questions for you.","We have some questions for you."
"speech:criminal","I have nothing to say.","I have nothing to say."
"speech:criminal","Let me through or you will regret it.","Let me through or you will regret it."
"speech:criminal","I do not like your tone.","I do not like your tone."
"speech:ask-wrong-description","This does not sound like you.","This does not sound like you."
"speech:ask-wrong-description","You do not match this description.","You do not match this description."
"speech:wrong-description","I have changed.","I have changed."
"speech:wrong-description","How can you say for sure?","How can you say for sure?"
"speech:wrong-description","Is that good or bad?","Is that good or bad?"
"speech:hidden-paper","Here it is.","Here it is."
"speech:hidden-paper","Sorry. I have it here.","Sorry. I have it here."
"speech:hidden-paper","I have it here.","I have it here."
"speech:hidden-paper","Here.","Here."
"speech:ask-wrong-thumbprint","Your thumb print does not match.","Your thumb print does not match."
"speech:ask-wrong-thumbprint","This print does not match.","This print does not match."
"speech:ask-wrong-diploaccess","Your diplomatic authorization does not cover Arstotzka.","Your diplomatic authorization does not cover Arstotzka."
"speech:ask-wrong-diploaccess","You have no diplomatic rights here.","You have no diplomatic rights here."
"speech:ask-wrong-diploaccess","This authorization does not include Arstotzka.","This authorization does not include Arstotzka."
"speech:wrong-diploaccess","Nonsense.","Nonsense."
"speech:wrong-diploaccess","Check with your superiors.","Check with your superiors."
"speech:wrong-diploaccess","I have full authorization.","I have full authorization."
"speech:ask-missing-vaccinecert","Where is the vaccine certification?","Where is the vaccine certification?"
"speech:ask-missing-vaccinecert","Where is your proof of vaccination?","Where is your proof of vaccination?"
"speech:ask-missing-vaccinecert","All entrants must be vaccinated.","All entrants must be vaccinated."
"speech:missing-vaccinecert","I do not believe in vaccines.","I do not believe in vaccines."
"speech:missing-vaccinecert","I could not afford certification.","I could not afford certification."
"speech:ask-vaccine-expired","This vaccine has expired.","This vaccine has expired."
"speech:ask-vaccine-expired","This vaccine is no longer active.","This vaccine is no longer active."
"speech:ask-vaccine-wrongdrugs","You are missing the required vaccination.","You are missing the required vaccination."
"speech:ask-vaccine-wrongdrugs","This vaccine certificate is insufficient.","This vaccine certificate is insufficient."
"speech:trade-fingerprints","Here.","Here."
"speech:trade-fingerprints","Is this ok?","Is this ok?"
"speech:trade-fingerprints","Here are my fingerprints.","Here are my fingerprints."
"speech:trade-fingerprints","Now I have ink everywhere.","Now I have ink everywhere."
"speech:default","Please let me through.","Please let me through."
"speech:default","What are you talking about?","What are you talking about?"
"speech:default","I know nothing about this.","I know nothing about this."
"speech:default","I do not know what to say.","I do not know what to say."
"speech:default","Oh?","Oh?"
"face:M00","Short Hair","Kort hår"
"face:M00","Good Vision","Bra syn"
"face:M00","Balding","Tunnhårig"
"face:M00","Glasses","Glasögon"
"face:M00","Large Mustache","Stor mustasch"
"face:M01","Bald","Skallig"
"face:M01","Large Curly Locks","Stora krulliga lockar"
"face:M01","Glasses","Glasögon"
"face:M02","Cropped Hair","Kortklippt"
"face:M02","Glasses","Glasögon"
"face:M02","Overweight","Överviktig"
"face:M02","No Glasses","Inga glasögon"
"face:M03","Dark Hair","Mörkt hår"
"face:M03","Mustache","Mustasch"
"face:M03","Light Hair","Ljust hår"
"face:M03","Glasses","Glasögon"
"face:M10","Beard","Skägg"
"face:M10","Mustache","Mustasch"
"face:M10","Shaved Head","Rakat huvud"
"face:M10","Glasses","Glasögon"
"face:M11","Goatee","Pipskägg"
"face:M11","Perfect Vision","Perfekt syn"
"face:M11","Mohawk","Mohawk"
"face:M11","Glasses","Glasögon"
"face:M12","Short Cropped Hair","Kortklippt hår"
"face:M12","Long Wavy Hair","Långt vågigt hår"
"face:M12","Glasses","Glasögon"
"face:M13","Balding","Tunnhårig"
"face:M13","Huge Afro","Stort afro"
"face:M13","Thick Glasses","Tjocka glasögon"
"face:M20","Balding","Tunnhårig"
"face:M20","Curly Hair","Lockigt hår"
"face:M20","Glasses","Glasögon"
"face:M21","Short Straight Hair","Rakt hår"
"face:M21","Bald","Skallig"
"face:M21","Glasses","Glasögon"
"face:M22","Short Light Hair","Kort ljust hår"
"face:M22","Dark Hair","Mörkt hår"
"face:M22","Glasses","Glasögon"
"face:M23","Widow's Peak","V-format hårfäste"
"face:M23","Mustache","Mustasch"
"face:M23","Shaved Head","Rakat huvud"
"face:M23","Glasses","Glasögon"
"face:M23","Clean Shaven","Renrakad"
"face:M30","Tall Forehead","Hög panna"
"face:M30","Totally Bald","Helt skallig"
"face:M30","Glasses","Glasögon"
"face:M31","Killer Sideburns","Häftiga polisonger"
"face:M31","Light Hair","Ljust hår"
"face:M31","Glasses","Glasögon"
"face:M32","Bobbed Hair","Bobfrisyr"
"face:M32","Long Curly Hair","Långt lockigt hår"
"face:M32","Glasses","Glasögon"
"face:M32","Large Mustache","Stor mustasch"
"face:M33","Short Curly Hair","Kort halvlockigt hår"
"face:M33","Mustache","Mustasch"
"face:M33","Balding","Tunnhårig"
"face:M33","Glasses","Glasögon"
"face:M33","No Mustache","Ingen mustasch"
"face:M40","Bald","Skallig"
"face:M40","Long Hair","Långt hår"
"face:M40","Glasses","Glasögon"
"face:M41","Mohawk","Mohawk"
"face:M41","Large Sideburns","Stora polisonger"
"face:M41","Glasses","Glasögon"
"face:M42","Short Curly Hair","Kort lockigt hår"
"face:M42","Flat-top Hair","Plattoppigt hår"
"face:M42","Glasses","Glasögon"
"face:M42","Pencil Mustache","Pennmustasch"
"face:M43","Unkempt Curly Hair","Långt ovårdat hår"
"face:M43","Mustache","Mustasch"
"face:M43","Long Straight Hair","Långt rakt hår"
"face:M43","Glasses","Glasögon"
"face:F00","Wavy Hair","Vågigt hår"
"face:F00","Short Hair","Kort hår"
"face:F00","Glasses","Glasögon"
"face:F01","Small Head","Litet huvud"
"face:F01","Glasses","Glasögon"
"face:F01","Afro","Afro"
"face:F01","Perfect Vision","Perfekt Syn"
"face:F02","Overweight","Överviktig"
"face:F02","Slim Figure","Smal figur"
"face:F02","Glasses","Glasögon"
"face:F03","Bobbed Hair","Bobfrisyr"
"face:F03","Long Hair","Långt hår"
"face:F03","Glasses","Glasögon"
"face:F10","Straight Hair","Rakt hår"
"face:F10","Long Curly Hair","Långt lockigt håt"
"face:F10","Glasses","Glasögon"
"face:F11","Bobbed Hair","Bobfrisyr"
